 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
 13777   -0.0888  -698304.748115  -698298.580731
 13778    0.0933  -698204.970600  -698199.704468
 13779   -0.0598  -698148.994720  -698139.221103
 13780    0.0181  -698213.348117  -698209.709287
 13781   -0.0872  -698433.931337  -698431.653765
 13782    0.0731  -698501.771200  -698499.030069
 13783   -0.0708  -698095.752006  -698089.343116
 13784   -0.0847  -698481.982367  -698477.533275
 13785    0.0220  -698418.561694  -698413.892560
 13786    0.1190  -698339.811441  -698337.091019
 13787    0.0407  -698063.930335  -698059.155009
 13788   -0.0832  -698418.884223  -698414.881020
 13789    0.0258  -698276.108485  -698271.199500
 13790    0.1044  -698226.580611  -698221.794718
 13791   -0.0750  -698366.064150  -698361.509538
 13792   -0.1435  -698362.057031  -698359.420843
 13793   -0.0485  -698341.091239  -698336.460244
 13794   -0.1290  -698511.847576  -698507.796311
 13795   -0.0628  -698406.859409  -698404.096360
 13796    0.0265  -698039.438055  -698034.463806
 13797   -0.0509  -698178.382645  -698175.319402
 13798   -0.0009  -698236.634948  -698231.928903
 13799    0.0352  -698499.482993  -698497.059090
 13800    0.1189  -698183.595271  -698179.136471
 13801    0.0677  -698388.935841  -698382.832636
 13802   -0.0691  -698321.804091  -698317.216827
 13803   -0.1378  -698377.791320  -698375.683507
 13804   -0.0310  -698318.177243  -698315.443883
 13805    0.0914  -698271.508682  -698267.530645
 13806   -0.0375  -698343.814346  -698338.080822
 13807   -0.0169  -698283.740868  -698277.347570
 13808   -0.0150  -698234.879107  -698230.929072
 13809    0.0246  -698179.164542  -698172.589499
 13810    0.0927  -698288.012228  -698285.145070
 13811    0.0252  -698525.693566  -698518.071427
 13812   -0.0489  -698431.132112  -698427.325401
 13813    0.1286  -697933.696200  -697928.019215
 13814    0.0534  -698280.278968  -698272.423623
 13815   -0.1004  -698084.519082  -698079.637978
 13816    0.0549  -698202.554139  -698197.299043
 13817   -0.0911  -698192.460831  -698188.171628
 13818    0.1064  -698304.862614  -698300.828589
 13819    0.0430  -698390.399881  -698386.991307
 13820    0.0633  -698232.946808  -698227.524334
 13821    0.0458  -698029.309829  -698022.998550
 13822   -0.0260  -698164.746469  -698160.486526
 13823    0.0195  -698011.148109  -698007.727380
 13824    0.0761  -698256.093807  -698253.222484
 13825    0.0197  -698162.463520  -698159.818288
 13826   -0.0133  -698235.673984  -698233.817924
 13827    0.0628  -698050.660185  -698046.783137
 13828    0.0052  -698032.527666  -698029.292187
 13829    0.1019  -698014.920401  -698009.443323
 13830   -0.0691  -698211.222308  -698204.835782
 13831    0.0129  -698033.125297  -698030.002041
 13832   -0.0379  -698117.132596  -698114.045268
 13833    0.1776  -698083.538992  -698081.174120
 13834   -0.0405  -698251.570678  -698249.233209
 13835   -0.0069  -698199.032979  -698193.696069
 13836   -0.1320  -698034.090752  -698028.092927
 13837   -0.0021  -697915.031968  -697911.969065
 13838    0.0305  -698209.010402  -698204.214407
 13839   -0.0162  -698168.345261  -698165.560310
 13840   -0.0558  -698068.790261  -698067.004975
 13841    0.0541  -698389.221123  -698384.299057
 13842    0.1229  -698267.765108  -698265.172474
 13843   -0.0027  -698004.891040  -698001.048265
 13844   -0.0486  -698248.218482  -698242.410654
 13845   -0.0151  -698643.514236  -698637.095872
 13846    0.0154  -698145.974438  -698144.966309
 13847   -0.0854  -698195.721986  -698190.993859
 13848   -0.0571  -698412.407290  -698408.441998
 13849   -0.0146  -698220.305685  -698214.188956
 13850   -0.0603  -698043.556104  -698039.722938
 13851    0.1019  -698372.296280  -698369.149920
 13852   -0.0095  -698153.191102  -698148.774970
 13853   -0.0459  -698383.896066  -698379.752096
 13854    0.0135  -698355.989451  -698350.251923
 13855    0.0531  -697976.874049  -697972.517642
 13856    0.1458  -698273.085466  -698269.657419
 13857   -0.0429  -698602.130684  -698596.131347
 13858    0.0273  -698243.014489  -698239.006245
 13859   -0.0544  -698338.652082  -698334.763878
 13860   -0.0419  -698508.389788  -698504.024443
 13861   -0.1229  -697956.120906  -697947.917978
 13862   -0.1377  -698049.765967  -698045.169135
 13863    0.0751  -698474.966790  -698470.060495
 13864   -0.1173  -698573.373894  -698570.536119
 13865    0.1368  -698157.301779  -698152.502964
 13866   -0.0301  -698036.868109  -698030.787300
 13867   -0.0088  -698206.087440  -698202.924700
 13868   -0.0017  -698328.276230  -698324.391450
 13869    0.0623  -698241.165343  -698234.560964
 13870   -0.0308  -698340.285039  -698336.750161
 13871   -0.1016  -698025.942485  -698021.622482
 13872    0.0867  -698068.055090  -698063.903795
 13873   -0.0480  -698069.536231  -698064.507235
 13874    0.0676  -698132.427076  -698127.868569
 13875   -0.0403  -697975.011754  -697972.008689
 13876    0.0727  -698395.805176  -698393.203003
 13877   -0.0565  -698166.591847  -698164.529795
 13878   -0.0005  -698017.775178  -698016.107355
 13879    0.1111  -698050.522039  -698046.979628
 13880    0.0605  -698542.583005  -698537.651979
 13881    0.0451  -698312.782326  -698306.495584
 13882    0.0091  -697904.811967  -697897.931162
 13883    0.0363  -698479.104721  -698473.106571
 13884   -0.0302  -698204.994359  -698201.803071
 13885    0.0917  -698398.189793  -698392.792362
 13886    0.1134  -698306.526750  -698300.381269
 13887   -0.0147  -697939.228032  -697933.698736
 13888   -0.0159  -698257.657475  -698252.235645
 13889   -0.0421  -698464.151103  -698458.995092
 13890    0.0104  -698352.887184  -698349.629217
 13891   -0.0260  -698497.430949  -698491.165329
 13892   -0.0279  -698315.495689  -698310.412509
 13893   -0.0458  -698236.688364  -698230.688078
 13894    0.0116  -697842.714985  -697837.206620
 13895    0.1226  -698198.242485  -698193.917613
 13896   -0.0186  -698188.154855  -698182.564056
 13897   -0.0994  -698343.740471  -698342.147224
 13898    0.1101  -698126.069852  -698121.122551
 13899    0.0493  -698177.476172  -698175.524380
 13900    0.1800  -698184.789752  -698180.934997
 13901    0.0004  -698166.894936  -698158.859556
 13902   -0.0154  -698420.766204  -698413.132644
 13903   -0.0122  -698268.954633  -698264.506637
 13904    0.0660  -697979.059790  -697975.580472
 13905    0.0120  -698374.049079  -698368.620082
 13906    0.0047  -698372.717976  -698367.160952
 13907   -0.0045  -697850.973647  -697848.573948
 13908    0.0111  -698359.367206  -698355.750600
 13909    0.0149  -698242.216637  -698241.038654
 13910   -0.0597  -698410.995399  -698406.271325
 13911   -0.0587  -698564.707577  -698562.140849
 13912   -0.0265  -698242.789816  -698238.818220
 13913   -0.0758  -698179.466105  -698176.249557
 13914    0.0316  -698187.418426  -698183.311167
 13915   -0.0199  -698180.108405  -698176.741817
 13916    0.0222  -698319.030196  -698315.579051
 13917   -0.0566  -698268.589057  -698265.738108
 13918    0.0559  -698329.320273  -698325.675412
 13919   -0.1105  -698510.515988  -698508.642888
 13920    0.0137  -698216.206687  -698215.847125
 13921   -0.0140  -698321.751845  -698317.815672
 13922    0.0704  -698267.123896  -698264.328219
 13923   -0.0930  -698461.409524  -698458.180146
 13924    0.0420  -698265.527950  -698259.316388
 13925    0.1169  -698427.720084  -698424.051391
 13926   -0.0233  -698277.217239  -698272.856792
 13927    0.0922  -698298.700920  -698295.068274
 13928   -0.1465  -698589.923372  -698584.522444
 13929    0.0662  -698271.983283  -698269.206703
 13930   -0.0792  -698163.213065  -698157.453708
 13931    0.0803  -698183.523062  -698180.380533
 13932   -0.0442  -698123.540633  -698123.490838
 13933    0.0140  -698206.168264  -698203.541232
 13934   -0.1329  -698274.712691  -698270.713672
 13935    0.0421  -698232.296619  -698228.763473
 13936    0.0190  -698260.450964  -698260.166675
 13937    0.0789  -698442.660518  -698438.635852
 13938   -0.0951  -698102.325641  -698100.973787
 13939    0.0203  -698183.088954  -698177.301746
 13940   -0.0414  -698206.315502  -698200.694808
 13941    0.0462  -698304.812802  -698300.933541
 13942   -0.0041  -698260.389702  -698256.861737
 13943    0.0046  -698214.183164  -698213.426959
 13944   -0.0426  -698164.487401  -698163.280194
 13945    0.0963  -698196.288296  -698194.578024
 13946   -0.0452  -698304.930693  -698300.602237
 13947   -0.0546  -698241.675086  -698239.177539
 13948    0.0478  -698121.676974  -698119.485197
 13949    0.0474  -698377.464266  -698376.876130
 13950   -0.0212  -698237.729161  -698231.811820
 13951   -0.0655  -698416.635411  -698413.878998
 13952   -0.0162  -698395.552195  -698389.196680
 13953    0.1475  -697950.355243  -697946.657688
 13954   -0.0543  -698235.755162  -698230.947073
 13955    0.0134  -698240.956066  -698234.811022
 13956   -0.1456  -698062.242704  -698057.116909
 13957    0.0467  -698180.826845  -698176.338057
 13958   -0.0559  -698069.584313  -698063.825369
 13959    0.0264  -698013.141540  -698009.344143
 13960   -0.0457  -698205.280435  -698199.300611
 13961   -0.0347  -698084.148678  -698081.672974
 13962    0.0383  -698112.826616  -698109.856415
 13963   -0.0485  -698358.005693  -698353.264424
 13964    0.1237  -698306.300280  -698301.808224
 13965    0.0350  -698177.906228  -698170.887115
 13966   -0.0820  -698376.193718  -698370.066189
 13967   -0.0202  -698480.754192  -698471.491832
 13968    0.0356  -698198.481935  -698193.891537
 13969   -0.0711  -698132.899407  -698127.612978
 13970    0.0031  -698248.343085  -698245.998160
 13971   -0.1006  -698355.951405  -698352.712040
 13972   -0.0076  -698225.538979  -698223.725337
 13973    0.0192  -698415.814097  -698412.246395
 13974   -0.0793  -698276.908172  -698270.875301
 13975   -0.0096  -698441.806065  -698432.598658
 13976   -0.0350  -698089.757698  -698081.819679
 13977    0.0149  -698113.233997  -698110.098145
 13978    0.0455  -697972.998573  -697967.289607
 13979    0.0175  -698032.152525  -698024.729918
 13980   -0.0780  -698321.502850  -698316.936318
 13981    0.0547  -698159.025657  -698155.619763
 13982    0.1392  -698084.356013  -698079.634413
 13983   -0.0381  -698452.152760  -698452.269125
 13984    0.0141  -698104.775395  -698101.561678
 13985    0.1327  -698042.598836  -698039.933920
 13986    0.0281  -698166.866491  -698163.209077
 13987   -0.0273  -698209.511651  -698207.881755
 13988    0.0889  -698172.135632  -698169.160574
 13989    0.0295  -698146.444444  -698144.124730
 13990   -0.0453  -698127.751029  -698125.123487
 13991    0.0257  -698097.653156  -698093.962638
 13992    0.0449  -698133.983776  -698134.350841
 13993    0.0357  -698358.414393  -698356.833522
 13994   -0.0272  -698140.942543  -698140.722875
 13995   -0.0621  -698322.078891  -698318.820939
 13996   -0.0440  -698028.073267  -698025.828912
 13997   -0.0031  -698235.439842  -698231.709120
 13998   -0.0443  -697742.100269  -697738.248063
 13999    0.0877  -698237.420810  -698235.171309
 14000    0.0279  -698072.891947  -698070.006198
 14001    0.0135  -697822.504112  -697819.944989
 14002   -0.0634  -698169.698317  -698165.542621
 14003   -0.0381  -698262.893295  -698262.222606
 14004   -0.0160  -697949.285159  -697947.037385
 14005    0.0516  -698016.051688  -698014.218278
 14006   -0.1352  -698343.549387  -698340.725722
 14007    0.0172  -698281.944080  -698279.591941
 14008   -0.0291  -698087.580241  -698083.775019
 14009   -0.0691  -697918.740656  -697914.125924
 14010    0.0470  -698032.096033  -698030.498554
 14011    0.0334  -698109.139801  -698105.968141
 14012    0.0972  -698251.394946  -698247.353242
 14013   -0.0091  -697899.663441  -697896.488122
 14014   -0.0811  -698446.949113  -698443.653942
 14015    0.0250  -698468.051984  -698462.531706
 14016    0.0683  -698179.028854  -698176.969465
 14017   -0.1099  -698312.001734  -698309.803846
 14018    0.0459  -698307.092857  -698306.532111
 14019    0.0425  -698576.918325  -698573.067964
 14020    0.0564  -698139.131334  -698136.236812
 14021   -0.0500  -698149.293292  -698145.213065
 14022    0.1076  -698145.046738  -698141.342360
 14023    0.0574  -697851.731528  -697846.826797
 14024    0.0317  -698424.018436  -698422.140870
 14025    0.0207  -698430.168809  -698424.717203
 14026   -0.0175  -698162.096218  -698158.482328
 14027    0.0435  -697937.567448  -697934.305032
 14028   -0.0457  -698063.866732  -698061.361721
 14029    0.0691  -698119.584923  -698118.300247
 14030    0.0391  -698387.249937  -698384.962870
 14031   -0.1053  -698079.012282  -698074.770161
 14032   -0.0361  -697921.034464  -697917.055806
 14033   -0.0127  -698033.407510  -698029.691171
 14034   -0.0000  -698183.269081  -698177.181780
 14035   -0.0677  -698001.114248  -697998.716629
 14036   -0.0027  -698198.516604  -698197.215473
 14037    0.0388  -698169.939840  -698167.235967
 14038    0.0163  -698419.101604  -698415.800803
 14039    0.0460  -698220.072921  -698217.354289
 14040   -0.0271  -698089.436915  -698087.794123
 14041   -0.0319  -698325.102076  -698321.733491
 14042   -0.0137  -698303.237629  -698296.757740
 14043    0.0190  -698261.010273  -698254.176480
 14044   -0.0653  -698341.242252  -698335.202951
 14045   -0.0736  -698310.992053  -698308.995939
 14046    0.0419  -698152.980588  -698151.565748
 14047    0.0563  -698102.738018  -698097.919768
 14048    0.0205  -698197.639751  -698192.794815
 14049    0.0175  -698051.842325  -698049.464070
 14050   -0.0273  -698253.998250  -698249.245485
 14051    0.0767  -698242.106415  -698237.755113
 14052    0.0245  -698527.242749  -698521.541694
 14053    0.0942  -698383.412884  -698379.944009
 14054    0.0077  -698314.729568  -698312.170340
 14055   -0.0657  -698159.588253  -698154.392053
 14056   -0.0370  -698658.431034  -698655.006719
 14057    0.0393  -698427.792304  -698424.118158
 14058    0.1156  -698202.747018  -698198.373814
 14059    0.1443  -698516.630600  -698513.044538
 14060   -0.0622  -698674.245583  -698671.518116
 14061   -0.0491  -698015.757634  -698011.703323
 14062    0.0491  -698345.156556  -698341.423259
 14063   -0.0134  -698493.142758  -698490.549582
 14064    0.0504  -698274.631109  -698269.096145
 14065   -0.0471  -698458.253789  -698455.407736
 14066   -0.0940  -698361.496418  -698357.457245
 14067    0.0986  -698239.390720  -698235.884931
 14068   -0.0470  -698221.708072  -698220.717797
 14069    0.0571  -698430.517874  -698426.246414
 14070   -0.0723  -698176.655250  -698172.021195
 14071    0.0637  -698101.213820  -698096.254307
 14072    0.0279  -698448.600429  -698445.569853
 14073   -0.0302  -698372.367191  -698368.569404
 14074   -0.1399  -698196.802365  -698191.860513
 14075   -0.0191  -698189.029141  -698184.992731
 14076    0.0729  -698384.910014  -698382.907015
 14077   -0.1161  -698390.152369  -698386.108007
 14078   -0.0846  -698230.232171  -698227.896369
 14079   -0.0179  -698306.664340  -698302.574367
 14080    0.0141  -698464.212740  -698461.993434
 14081    0.0144  -698078.276661  -698074.691106
 14082   -0.0139  -698415.733105  -698410.433257
 14083    0.0225  -698343.629755  -698341.489695
 14084   -0.1389  -698114.376976  -698112.712471
 14085    0.0468  -698534.754990  -698532.912846
 14086   -0.0529  -698269.014108  -698264.049248
 14087    0.0239  -697965.933169  -697961.818401
 14088    0.0337  -698287.022410  -698283.041429
 14089   -0.0141  -698480.056056  -698476.790570
 14090    0.0325  -698397.366580  -698395.692882
 14091   -0.0297  -698279.375999  -698275.940340
 14092    0.0977  -698399.958439  -698395.655443
 14093   -0.0101  -698047.007868  -698041.577393
 14094    0.0854  -698204.031808  -698201.635420
 14095   -0.0191  -698466.497345  -698462.715362
 14096    0.0419  -698388.283671  -698386.317443
 14097    0.0108  -698170.082673  -698166.622324
 14098    0.0157  -698235.984710  -698231.544613
 14099   -0.1069  -698325.470581  -698323.276561
 14100    0.0167  -698267.859207  -698264.969629
